shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
11,25.79549,-80.19478,14
11,25.79559,-80.19494,15
11,25.79546,-80.19861,16
11,25.79548,-80.19876,17
11,25.79558,-80.19885,18
11,25.8038,-80.19914,19
11,25.80392,-80.19526,20
11,25.80386,-80.19518,21
11,25.80374,-80.19516,22
11,25.8016,-80.1951,23
11,25.80157,-80.19522,24
11,25.80148,-80.19913,25
11,25.79559,-80.19893,26
11,25.79541,-80.19884,27
11,25.79537,-80.19845,28
11,25.79549,-80.19498,29
11,25.79542,-80.19488,30
11,25.79155,-80.19474,31
11,25.78953,-80.19469,32
11,25.78938,-80.19455,33
11,25.78952,-80.18881,34
11,25.78948,-80.18828,35
11,25.78949,-80.18823,36
12,25.77453,-80.25594,1
12,25.77455,-80.25572,2
12,25.77445,-80.25562,3
12,25.76885,-80.25541,4
12,25.76481,-80.25519,5
12,25.76464,-80.25502,6
12,25.76476,-80.25063,7
12,25.76488,-80.24714,8
12,25.7651,-80.23903,9
12,25.76544,-80.22855,10
12,25.76592,-80.21165,11
12,25.76594,-80.20919,12
12,25.76627,-80.1975,13
12,25.7634,-80.19734,14
12,25.76345,-80.19561,15
12,25.76538,-80.19565,16
12,25.76533,-80.19734,17
12,25.76728,-80.19749,18
12,25.76725,-80.1991,19
12,25.76913,-80.19917,20
12,25.76911,-80.20087,21
12,25.77209,-80.20094,22
12,25.77305,-80.20125,23
12,25.77399,-80.20199,24
12,25.77488,-80.20278,25
12,25.77483,-80.20443,26
12,25.7739,-80.2044,27
12,25.77377,-80.20761,28
12,25.77364,-80.21133,29
12,25.77355,-80.2145,30
12,25.77344,-80.217,31
12,25.77336,-80.21979,32
12,25.77333,-80.22148,33
12,25.77331,-80.22198,34
12,25.77321,-80.22249,35
12,25.77306,-80.22302,36
12,25.77281,-80.22373,37
12,25.77276,-80.22429,38
12,25.77247,-80.23522,39
12,25.77187,-80.25534,40
12,25.77197,-80.25543,41
12,25.7738,-80.25549,42
12,25.77396,-80.25564,43
12,25.77393,-80.25818,44
12,25.77399,-80.25825,45
12,25.7745,-80.25825,46
12,25.77452,-80.25819,47
12,25.77453,-80.25594,48
13,25.73908,-80.22319,1
13,25.73708,-80.22713,2
13,25.73664,-80.22784,3
13,25.73613,-80.22852,4
13,25.7355,-80.22927,5
13,25.73252,-80.23347,6
13,25.73115,-80.23535,7
13,25.72879,-80.23733,8
13,25.72792,-80.23844,9
13,25.72777,-80.23871,10
13,25.72778,-80.23886,11
13,25.72821,-80.23927,12
13,25.72825,-80.23951,13
13,25.72819,-80.24151,14
13,25.72816,-80.24202,15
13,25.72812,-80.24239,16
13,25.72804,-80.24419,17
13,25.72773,-80.25344,18
13,25.72783,-80.25357,19
13,25.73265,-80.25387,20
13,25.73399,-80.25234,21
13,25.73517,-80.2506,22
13,25.73529,-80.24589,23
13,25.72791,-80.2455,24
13,25.72805,-80.24236,25
13,25.7281,-80.242,26
13,25.72813,-80.24145,27
13,25.72819,-80.23944,28
13,25.72803,-80.23922,29
13,25.72772,-80.2389,30
13,25.72761,-80.23875,31
13,25.72763,-80.23861,32
13,25.72819,-80.23791,33
13,25.72881,-80.23704,34
13,25.72916,-80.23675,35
13,25.72946,-80.23656,36
13,25.72999,-80.2361,37
13,25.73072,-80.23553,38
13,25.73107,-80.23522,39
13,25.73233,-80.23352,40
13,25.7325,-80.23334,41
13,25.73559,-80.22906,42
13,25.73656,-80.22785,43
13,25.73684,-80.22739,44
13,25.73921,-80.22277,45
13,25.74014,-80.22101,46
13,25.74183,-80.21837,47
13,25.73936,-80.2163,48
13,25.7407,-80.21428,49
13,25.74164,-80.21503,50
13,25.74215,-80.21552,51
13,25.74253,-80.21608,52
13,25.74279,-80.21639,53
13,25.74301,-80.2168,54
13,25.7419,-80.21841,55
13,25.74022,-80.22101,56
13,25.73911,-80.22313,57
13,25.73908,-80.22319,58
